text,stars
Its a quaint restaurant right across the street from Container park. We went on a Saturday afternoon. Waited 30 mins for a table. I ordered the country fried steak. It was pretty good. Didnt think that the gravy was too heavy. The fried steak stayed crisp. Good flavors. The potatoes though...yum! The skin of the potatoes were nicely seasoned and crispy. I would come back again.,3
"I'm like Penny Lane x; that I wouldn't have tried this place if it wasn't for YELP!!! - Now, I am a fan; only been there 1 time; but this place has delicious, Singapore Rice Noodles (a entree I seen to judge all dim sum places on) - the portion easier feeds 2-3 people and runs higher than normal dim sum prices (but, it well worth it)...All of the other dim sum items were great that I tried. Go early, because we got there at 11AM and 15-30 minutes later there was almost no tables/booths left.",4
Love this place! I'm obsessed with burritos and these by far are amazing. They have many different options and they will make pretty much anything you want. The employees are very friendly and it seems to be a family-owned business. They offer many different options/sauces that you can't get at the chains. I've been several times and recommend trying this place out!,5
The buns are awesome. That's something I notice different about the burgers. The Wheat buns are amazing as well.,5
"This is quite a show!! The theater itself is truly beautiful... I don't think there is a bad seat in the house. I'll be honest, I found the actual story hard to follow... but who cares? The acrobatics and aerial action were amazing!! There is so much to see...the show just seems to fly by. Lots of really fit people swinging around together all wet... not bad at all!",4
"Didn't havana go out of biz? I think this is the place with the purple awning. If not, oops! This place is OK. It does have a swanky feel and the martini's are OK but overall it is nothing special. Usually the place is very empty compared to the other bars on Ellsworth.",2
"Great at taking my money, but horrible at delivering promised goods. I bought a signature gold suit on December 2nd. I was able to pick up my suit jacket on December 10th and I was measured for my suit pants adjustments that day. Fast forward 48 days later and I still do not have my suit pants. Nothing like spending $300+ on a suit plus adjustments while only receiving half of the suit. They have HORRIBLE customer service, after initial purchase. I can't recommend this store.",1
Been to this place a few times over the last 2 years and it was pretty decent up until recently when I ordered the Beef Caldereta and the meat was spoiled.. And the wife got the bisteak that also tasted old and spoiled.. Very disappointed.,1
"This place is great. Local hang out and cold beer everytime. The tortilla soup is to die for, go endless. Always a good happy hour Monday thru Friday and fun to watch nfl games.",5
Come hungry. The plates are big and full of tasty goodness. I like to share with friends if possible. The food is spicy but not so spicy that I find it overwhelming. Most items comes drizzled with a bit of crema which makes me happy. They have items like duck enchiladas which you won't find just anywhere. Plus their drinks are top notch without being too sweet.,4
"An admitted Parrot Head, I couldn't not go to Margaritaville. The drinks are great, and servings of food and alcohol are large. Three of us couldn't finish the nachos, which were delish. We all had a different margarita and they were all good. This place just has a fun vibe to it.\n\nThe gift shop has some hysterical shirts...I got one that said \""we are the people our parents warned us about.\"" So true.",4
"Stopped going to the Sunset road location in Las Vegas about a a year ago because food was not good anymore. When the new one opened up on Stephanie St In Henderson, we'd thought we'd give it one more shot. BIG MISTAKE! Steaks were not cooked as ordered, even when cooked a second time. Service wasn't the best either. Only thing good was the bread & salmon. Big disappointment Outback.....",2
"Nove was an interesting Italian place. At the top of the Palms, I was expecting a bit more for the price. Our meal was very expensive and unfortunately, I did not like what I ordered. The server said the Seafood Spaghetti was their signature dish and honestly, I would be embarrassed if this were my restaurants signature dish. Nove was a decent experience but I will probably not return. I really wanted to love this place, but I just didn't.",3
"This place can be wonderful or a disappointment depending on how well-staffed it is when you go there. Late night specials are outrageously low priced like the \""old Las Vegas\"" Maxim Cafe, now long gone. The T-bone special can be great or just okay..the daily specials are a great deal...",3
"Full disclosure: I'm a native so I'm biased. I've been to other state capitals, this one without question is one of the greatest in the country. First, it's a replica of the nation's capital which is really cool. Secondly it's on a hill down the street from the school and bars. Three it houses one of the bigger a-hole governors in the country....I guess that's not cool but maybe you could protest and get arrested with your family. It's free too.",5
Spend a little more and take a taxi. Just rude. Tried to tell us that even though we paid for hotel pick up that we had to walk 3 hotels away. We knew more about the events going on than they did. No accountability.,1
"Everything that I've tried has been simply delicious! The sweetest people work here, and although it gets a bit busy during the popular lunch and dinner hours, it's so worth the small wait. :D Go! Right now! :) haha",5
"The staff is always nice and cheerful, although they can be a bit ignorant. I've received beer poured into the wrong kind of glass and they nearly always mispronounce quinoa. But the vegan tacos are yummy and the laid back atmosphere is relaxing and fun.",4
Reasonable place located about a mile away from the strip! Rooms are not bad either! Wish the waiter service was better!,3
It's an airport. You get to Vegas and then you immediately go straight to partying. Even the airport is calling for a party with the slot machines located at the baggage claims. \n\nThis airport moves pretty quick too. They get the job done and fly you to your destination! wohoo!,3
It was my first time here today and It was extremely delicious!! The chicken parm pasta is a must try!,5
We choose this hotel based on price and location \nThe continental breakfast was good\nNothing fancy just a place to sleep\nThere was free wi fi,2
"Been going to this restaurant for years. The quality goes up and down. Last Saturday however, we learned that they charge $1 per person for tea. I don't even drink tea. I order soda. They don't even ask you if you want tea they just serve it. I asked them how they figure who is and who isn't drinking the tea. They could not give me an answer. So before you order and they bring you that tea you better make sure you want it and you tell them who are the people who are going to be drinking it.",2
If you haven't tried this place you had to try it at least once. They have the best ingredients for all their food and some healthy options as well. I love to get the chicken bowl because their burritos are too big and messy. I'd never had a problem with this place and they always give great customer service.,5
"Not sure what the fuss is about...this place was good, they had basics and some jazzy things and shakes were good as well.",4
"This is my new favorite pizza restaurant. I must say the pizza is better than Metro. The pizza is very d-e-l-i-c-i-o-u-s. It doesn't have that fake cheese taste. As I am writing this review, my boyfriend is considering picking up pizza from here. We eat here at least once or twice a week. My favorite the cheese pizza, great price. Highly recommend trying this place out. Spread the word about this restaurant.! You definately will not be disappointed.",5
"If you want to have your phone fix (cracked screen, water damage etc..) this is the place you want to go for all you phone issues. Great and friendly staff that can fix your phone in a short period of time and at a low price compared to their competitors. They also have many accessories if you would like to pimp out your phone or just want to protect your valued phone.",5
"I went there to get my dress hemmed last Wednesday and he said the next Thursday and when I went it to get it the day it was supposed to be done, he hadn't even started and he told me he was working on it right now which was a bold face lie. And when I went back to get it, he charged me for 30 for a simple dress hemming. It is such a rip off. I won't ever go back there.",1
"Don't you love it when you have to beg the restaurant to put food out on a buffet? Whenever I go here, the place is decently busy but they always seem to have a problem with having enough food out on their buffet. Everytime a tray of food is brought out, it's such a tiny portion that its usually emptied out within seconds by all the hungry customers! If you're going to run a buffet and expect people to come back, AT LEAST have enough food there for your paying customers!",2
The service is excellent and the portions are generous but found the food very disappointing. The sauces (cheese and benedict) were too salty and tasted like chemicals rather than made from fresh ingredients. The crepes had a pastey texture and were tasteless. The bacon felt like it had been microwaved.The two little pieces of fruit on the plate were good though.\nToo many great breakfast places to enjoy to want to go back.,2
"For $35/person but no olysters or sahimi? No way! It's just not worth it. I dont understand why it's rated four stars. If you put aside the dessert, it's a $15 buffet top. For same price, I'd rather go to Todai at Planet Hollywood.",2
"they always take great care of our little girls, even though one of them is not very friendly to other dogs. they give meds, frozen treats, and for extra, will offer play time and more treats. i especially like the report card they give you at pick up.",5
"Found a great dress, but when I was trying it on, the fitting room attendant opened the door on me (without knocking) and I had to slam it shut. Mind you, it was the same attendant who let me in that room less than 5 minutes before. No apology, nothing. They definitely need customer service training here.",2
Straight up legit wings joint. All they do is wings and they are amazing! They aren't a chain and have 18 amazing flavors. Be sure to ask for the chef special. Also get the homemade biscuits. You won't be disappointed. They even let you try the wing sauce before ordering.,5
"Terrible. The place was empty, yet I was served by beer in a HOT glass? odd. I ordered beef fajitas, and they were terrible, with much of it being such bad meat it was inedible. The food was also extremely bland. I asked for chips and salsa, only to never get any.\n\nIt was terrible, and I wont go back in my travels to Phoenix.",1
They would not even bother calling me back about getting a quote. Had to call three times to see what the deal was. Receptionist was very nice but apparently Dennis is a bum. Can't attest to any work since I was apparently not worth calling back.,1
"The Bartender was rude and if I wasn't with my family I would have thrown my drink in his face.\nActually I wanted to do a lot more, but i figured a true review would hurt them most. DONT GO!",1
"I've been coming here for years and the food has always been good the prices fair and the service exceptional. it appears there is new management, the food is bad, and I say that with all sadness. The teriyaki sauce is watered down a lacks flavor, the Yakasoba is dry. Very sad. The staff is OK but not near where it used to be. too bad. my suggestion pass on this place. You will see that all the good reviews are old.",1
"Geez, just because I wasn't dressed in a suit after my long drive into town doesn't mean you should ignore me and pretend I don't even exist. Shoot, even a \""hello, good afternoon\"" goes a long way. I would know, because I work retail. So stop being snobbish a-holes and acknowledge your clientele, you stuck-up blue blood douchebags. Your store definitely lost a sale that day.",2
"I love this place.. great friendly, professional and effective service... I came here years ago after my car accident. Now I come with my girl 2 x a week.. Chong is my favorite doc.. They always have plenty of candy... And they are keeping the SHASHI in there somewhere...",5
A family favorite. My family of four have been to the Daisy several times. It has become the go to stop that we all love. We feel right at home and get good food and service.,5
"Spend time there several times, even bought some Groupons, but lately the wait staff is not very attentive. You have to ask for refills and no name introduction or real eye contact. Drinks are good...Chris the bartender is the exception as he actually talks to you and makes great drinks.",2
I typically don't go down to the strip but when I do I at least expect to get high quality food (even if it is overpriced). I realize this place is just a coffee shop but I never expected they would serve a steak that had been tenderized with papaya enzymes. seriously gross. the crab cake was ok but the best part was the remoulade. also had a chopped salad that wasn't bad but it was over dressed.,2
"Awesome old-school style & good food. Usually busy, but the wait isn't generally long. Great staff and you can expect to pay from about $30. to 50.00 / person, depending on what you want. The salad, bread, table wine & a cappuccino to top things off are included in the main course price. Worth the walk.",4
"I really wanted to like this place. The ambiance is cool, the menu items looked appealing and the service was average. Unfortunately, our food was OK and I felt it was overpriced for what we got. The sangria we ordered was refreshing was only $20 for a pitcher. All in all, I probably wouldn't come back here unless it was for happy hour which I have been told is a good way to experience this restaurant.",3
I am sorry I hadn't been here before. From the outside you have no idea what hidden treasures are inside. Everything we had as appetizers and our meals were great. I love the new variety to our palettes. I highly recommend you come here.,5
I did not like the food. I see a lot of oil in curries. I don't recommend this to anyone.,1
Got into town late Sunday night and needed a place to eat. The guy at the hotel mentioned this place was nearby. Ordered a pizza and a salad. Both were terrible and lacked ingredients shown on the menu. Avoid.,1
"Our group got food poisoning from eating here. The service was great, but we got so sick afterwards we can never come back. \n\nStay AWAY! there are many other options for eating in the Venetian",1
I would have given this Marshall's 5 stars however I felt like the clothes department was fairly small...\n\nBut the home section is great!,4
I've seen Matt three times over the past few years. Expect to laugh a lot! He has a way of taking everyday life--like a trip to Walmart--and making it hysterical.,5
This location Rocks! The staff (both front and back of house) know what they are doing - which is very refreshing these days. Just wish it wasn't overrun w/ so many loud kids. Thanks Gilbert location for holding true to Pita Jungle's standards!,4
"We ate here a few weeks ago per a recommendation from the hotel we were staying at. While I do not eat steak a few of my friends do and they said they liked it. I ordered the Chicken Peppered Penne which was delicious. I asked them to make it extra spicy which they did. The pasta was cooked perfectly, the sauce was creamy, and the dish had a great flavor. The service was good and the prices were reasonable.",3
Went to a game. It is always great to see baseball since we don't have a Pro team out here. Good prices on food and beer. Would recommend it for a cheap night out.,3
Best pizza in Arizona. Arizona had been waiting for this for a long time!! We were customers in IL and the owners have kept up the exact same quality and service!! We didn't want to move back to IL to have great pizza!!! Thank you Buzzyz for always delivering a superior product.,5
"The ambiance is nice for a buffet. The presentation of the food is higher than average, but the food was overall not as good compared to others like the Wynn Buffet. However, the gelato is quite good, and I liked the idea of the individual portions though it made me feel guilty when I just wanted a bite of something, but was forced to take a full serving. They didn't have any issues with clearing my half-eaten portions.",3
"Diagnostic testing is never fun. A comfortable waiting room, good communication with staff, and physical comfort go a long way towards maintaining sanity. This place can get very crowded and wait times can be extended but most times I've found the main waiting room comfortable. The big window and seat placements help reduce that penned-in feeling. Other waiting rooms in the building are pretty standard. Staff all seem friendly.",3
"Wow talk about a good way to go....heart attack in a box for sure but it's soooo good. If you blink you'll drive right by it. Patty melt was great, can't wait to try the burgers!",4
"I have been impressed by AutohausAZ service, their prices are great and all the parts that I have ordered where quality material, exactly what their website have stated. And the price is definitely the best. I just ordered a set of halo rotors, they arrived within 2days.",5
I love this place! It's a great hang out on the strip. They have excellent service and great drinks :),5
"I come here pretty much everyday but that doesn't mean I like it. I only buy gas from here if I'm completely on empty, otherwise I go to the Chevron up the road. But I am a Slurpee addict and I need ice so I continue to come here.",3
"Great place for a lazy Saturday morning coffee date. Things that are awesome here: coffee, sandwiches, pastries, and praline bacon. They have a wide variety of wines and beers that are more affordable than you would expect. Service is a little slow, so not somewhere to hit up if you're pressed for time.",4
This place is always such helpful to me The employees greet you when you first walk in the door they are helpful to and it's always nice in the store this is by far my favorite Walgreens in Las Vegas I recommend everyone to come and check this one out,5
I had the house special chow mein to-go for 8.10.\n\n- a bit better than panda express. pretty bland. \n- small portion for the price. few meat for their combo\n- 8.10 for chow mein and their AYCE dinner is10.50? bad pricing. \n- i have to come back to try AYCE. eating individual platters aren't worth it.,2
The food is good. Would give 4 starts except I guess somewhere along the line I became an old man.. But something about 10am shoulder to shoulder with tons of people and techno from the DJ.. If you have a hangover avoid!,3
Quality of the food was poor. Lots of choices but just didn't think the food was worth the price.\n\nThink a stand-alone place is a better choice. You'll get better quallity food & eat less.,2
I wasn't expecting authentic Mexican food but I was expecting good quality food for the price. The flavors where decent bit the meat was fatty and not cooked properly and expensive.,2
"Same as it ever was\nSame as it ever was\nSame as it ever was\n\n-- Talking Heads\n\nYeah, not much had changed in the 24 years that passed between my last two visits. You get a burger that's a little charred. Fries and onion rings are fairly good. The atmosphere is without pretension.",3
"People working there are so rude. They chatting with coworker while I am waiting to check out. They told me to wait. And the cashiers so rude, no smile, anger faces. Make me feel uncomrtable.",1
The prices are a little high and the food is ok. I have had better pizza. The wings where also ok. The people where nice both times we have eaten there.,3
Let me start by saying that I would never go back I went their for a trim and to get some color on my hair buy I left looking like the big bird from sesame street the girl that did my hair was so rude and she was just telling me that she was a really bad day ....I don't know but this place suck please don't even think about going to that place they did a horrible job ...,1
"There seems to be a long wait and the prices are on the high side, but they had the best burgers I've ever had. The onion rings and sweet potato fries were also amazing as well as an attentive staff made this one of the best times I've had in Vegas.",4
What the heck is wrong with all the five star reviewers? Went here last night. No sense of hygiene. Un-eaten bread is reused for next table. Hot sauce is put on with a brush directly onto eaten food without being washed or changed between tables. Yuck. Lost my appetite here.,1
"We've only been once so far but the wings and fries were good.\n\nThey have subs (fried fish, Philly or chicken cheesesteaks, cold or hot veggies...), wraps, burger platters, fish plates, chicken plates and more.\n\nI was reallllly happy to find this place. It reminds me of carry outs from back home. I've been in the Charlotte area for seven years now and this is the first time I've found a spot like this one.\n\nIt's in a small-ish corner so keep your eyes open when you go.",3
"I think for the price this food was reasonable but I wasn't exactly impressed. It was good but my date and myself agreed that the noodles weren't as good as we had eaten at other places. I don't think that it is fair to give it a bad review but I also thought that the menu was kind of hard to understand. Maybe it was because it was my first time there but it wasn't really straight forward to me. Service was standard, nothing out of the ordinary.",3
"Unimpressed is the best word to describe this place. Normally a long line of people waiting is a sign of a good restaurant, here I think it is just a reflection of an inefficient operation.\n\nI had the blueberry pancakes with eggs and bacon. Very typical... Nothing special. I would not rave about the place, or go out of my way to eat there... If it is convenient, it is ok... That's it. I would rate it a notch below Cracker Barrel in terms of food quality, value and service.",2
"Pretty impressive landscaping, floral and fauna display. Free admission, but I suggest spending the extra $2 and visit the conservatory whi check has butterflies and a few birds.",4
"I had the burger again this time. It was not greasy at all and had a nice flavor. I asked for some of the jalapeno cream cheese to try with it. That stuff it awesome. \n\nThe fries were thick but not steak fries. I liked them a lot. \n\nThe staff was really nice but a bit slow on the kitchen side. I however, did not mind as it was beautiful to sit out on the patio, wind blowing through my used be hair looking out over the desert. \n\nPrices are good, totally worth a drive to New River.",4
"Pizza was good the night off, but really fell off a cliff the following day. I think good pizza is just as good if not better the next day, as much can be concealed with a hot pie. Our server was excellent, very attentive, not very impressed with lack of subs on the specialty pies. We did a substitution but charged us additional for our choice of topping which I thought was weird. Also far too many red onions on their veggie pie.\n\nNO BUFFALO WINGS!!??",2
I just moved to Vegas and looking to purchase a home. I was assured that it will not be a problem even though I was told by the other brokerage firm that I need a full time position in Vegas for at least a month before I can qualify for a home when I checked into it last year. They assured us that it was not a problem. I didn't want another hard credit ding on my credit score. I got a hard ding with no loan.,1
note that the 2star rating is just compared to all resturaunts not just hawaiin ones. \nfood was good. i dont know my way around hawaiin cuisine so who knows? i just know it tasted good but left me with a fast food feeling afterwards. \n atmosphere was like.. nah just do take out. the atmosphere is like an uncomfy mcdonalds made of fake bamboo with pictures of kids in bikinis. srsly kinda creepy.,2
"An elegant, small shopping and dining venue that I wish would catch on a bit better. It's much more tasteful and appealing than Downtown Summerlin. It also has ample parking and easy access.\n\nIf you're looking for a classy shopping experience in a mall that's easy to navigate and has great restaurants, check out Tivoli Village.",5
This Starbucks is great. It's usually pretty busy because the location but it has a drive thru which is very convenient. It's also close to my home and it's a few cents cheaper then the Starbucks in Von's up the street.,4
Service sucks sooooooo bad. I waited 25 minutes for a bowl of chili? Really? Did they have to hunt a cow? I mean you scoop it in a bowl and you serve it. It should only take 5 minutes but 25 minutes???? I walked out. Oh and by the way I told my waitress I've been waiting for 25 minutes---- she said ok. No apologies. Wow! Avoid it like a plague.,1
So dirty I was afraid to take my shoes off. Is there a way to give a quarter star?,1
"I am not normally a pain-in-the-ass orderer, only at Rubio's. Because they have lots of things that I like but not all in the same burrito. So I order one burrito and make about 22 changes to it. \nThis Rubio's got it right. EVERY SINGLE TIME. And didn't give me an attitude when they did it, either! \nI love them.",5
As far as subs go this place is hands down a winner over the 5$ FT LNG place! Sandwiches are great.,4
"This place kicks Candinas' ass by a long shot. Granted, you have to like dark chocolate, complex flavors, and high quality. If you don't value these qualities, go up to the capitol and get some super-sugary nonsense.",5
Very disappointing. Chicken quesadilla was shredded and loaded with so much queso that it was soggy. Surprised because they have such a good rep but Im going to stick with Cabo Fish Taco.,1
I guess I didn't order the right sandwich because out of all the awesome reviews my sandwich was just.... OK. I got the Italian and was not really impressed. It was just a small amount of meat and a slice of cheese with stock Italian dressing. So what's the big deal?? Ok I'm gonna have to go back and order something else because I gotta see what all the hype is about! To be continued...,2
"Big, clean, carries lots of variety. Some is overpriced, the rest is about average.",4
The line at the Wicked Spoon was too long so we headed over to the mall. This was the first place that we saw. As 3 starving hungover girls it satisfied us just fine. I ordered the chicken fajitas which were surprisingly tasty. The service was definitely slow and the sodas cost $4 a pop.,3
"If Chipotle were a pizza place...\n\nBy no means my favorite of places to eat in Vegas, but it was sort of cheap (not compared to Chipotle), tasty, quick, easy, and convenient.\n\nThe pizza was tasty, the flavors fresh, the staff friendly, and all was easy. I think I would have preferred it to be less than the $10 price point, but I guess it's kind of like a Las Vegas thing to spend a little more just because. \n\nWould I go back again? I'm not sure. Would I like it if I did? Yes.",3
"This spot is legit. Great clothing, friendly and knowledgable staff and convenient location.",5
"I have given this place a second-chance.\n\nI rate this restaurant 3 stars (A-OK) because of consistency of quality and consistency of delivery and appropriate price.\n\nIt isn't so bad if you do NOT have high expectations of a barbecue place. Plus, any place that lifts a finger to serve Fried Okra is A-OK in my book!\n\nFootnote: Pickles in a 5-gallon barrel, self-serve fountain drinks and barbecue sauce, and (hilariously) self-serve soft-serve ice creamsortofstuff. A-OK.",3
I was so excited to try this place based on the reviews But when you walk in it smells of fish which isn't good The sushi wasn't that great they forgot one of the things we ordered and the service is TERRIBLE they said they were busy but there was 3 other tables of 2 people at each. Never coming back again that's for sure,1
"Once just a Panera ripoff, Atlanta Bread has since added many more of its own creations. I tried the Italian vegetable panini the other night: tasty but expensive, given the portion size. Even after finishing the pickle and kettle chips that came with it, I felt barely satiated.\n\nDecor is nice, as is the free wifi, but service is somewhat lacking. Nonetheless, this place feels like an adequate option if you're in the mood for a sandwich. (The pastas, however, are quite bland.)",3
"This is your typical Lebanese place that specializes in Shish Taouk, Shwarma among others. It has a good number of tables for eating there with a outdoor patio for the warmer months. Service is fast and to the point, exactly what you want at a fast food joint. If you go for lunch expect a crowd.",4
"The service was so poor, I was about ready to call for delivery from Jack in the Box. Waiter offered lame excuses for his and the kitchen's slow service, citing that he had to wait the tables outside. There was one couple outside!. The place wasn't busy. No excuse. When the food arrived it was adequate. Avoid this location if you have things you need to get done during the day, as you will be there awhile. Great menu, but you need to go to another location that believes in customer service.",1
"This place used to be decent (pre-2007), but its quality has really gone down a lot recently. Mostly, they seem to have been cutting too many corners. They used to serve slices of a rustic olive loaf (probably from Allegro Bakery nearby), but in my last couple visits, the olive loaf was replaced with generic white bread. They used to have a reasonable salad, now it's just iceberg lettuce and a sad slice of tomato. The cut of meat for their steak is now chewy and has fatty inedible bits.",1
Barely mediocre bar food. Our beers were warm and the food was blah and greasy. I've had better food from a fast food joint and at half the price. Not worthy of a return.,2
"\""Tourist trap\"" pretty much sums up this restaurant with mediocre food, service and atmosphere. I don't mind paying more money for quality, but things were far from exceptional. A 12oz beer was $10, and steak and fries was $30. The girls were nice to look at, but nothing more.",2
Warning - I got quite possible the WORST case of food poisoning I've ever had at this place. I am 100% sure it's this place because it's the only thing I had eaten all day - I'm here for CES. I got the Ruben and I thought something was weird about the sauce but attributed it to shitty Vegas food. Going on 12 hours sick. :(,1
"We have been twice, thus far, and will be returning Saturday night for the UFC fights. I was disappointed to read so many negative reviews. We have had great service, served good food, and delicious drinks. We liked the variety of people of all ages that patronize The Derby. I hope management takes into consideration the reviews and works to keep our experiences more consistant.",4
"The pool area is awesome! Nice little pool area for little kids. To rent a floating device for the lazy river ($16). Just bring your own! Breakfast at the cafe was not as good as Denny's or IHOP. We ordered 2 meals: pancakes and an egg, bacon, sausage, toast plate, and a side of fresh fruit.... $70 !!! What a rip off! The Lion Habitat, they were always sleeping! The room, I thought it would be \""Grand\"", but it was just okay. Nothing spectacular. The Venetian has way better and bigger rooms.",3
"The parking and long wait, mentioned by many, is worth your time if you love Texas style BBQ. The resemblance to Franklin BBQ in Austin is uncanny in quality and concept. Only suckers show up at the longest line at 11:00am, come after the rush at 1:30pm to wait in a shorter line.",4
"We went for happy hour and had the tacos. I had a beef and a chicken taco, my husband had a beef and pork taco. The chicken and pork tacos were good. The beef tacos were dry and bland. They warned us before that the beef tacos were fried. I love fried tacos, but not these. The house margaritas were delicious. I am not sure we will ever return, but it was decent.",3
small limited very reasonably priced friendly employees unique speciality items but not intended for your complete shopping needs this location is steady busy with lots of parking,3
Wow! Great tasting every time! Love everything I have ever tried! Highly recommend!,5
"Terrible we sat at the bar and never received service ,,,, bartender was rude and spoke only to the locals.\nNot worth free beer",1
"I couldn't pass up the yelp deal for this place. We went for brunch on a Sunday and our server was very friendly, patient and attentive. The hummus app and the sweet potato fries were so yummy! The mimosas were tasty although they went too quickly since they are served in small flutes. I liked the laid back island vibe of the place. Now that I know there's a dog-friendly patio I'll be back more often.",4
There are so many interesting book~ just got three from there and they help to make my studies life more interesting~,5
Come here with a lot of time on your hands because the sheer size and volume of clothes in this store will swallow you alive. I walked in to look at one thing and before you know it I was sucked in. By far the biggest F21 I've been to; selection is good and plentiful and the music is so loud just enables you to go into the zone and focus. Thumbs up.,4
Everytime I order here or stop in and eat it's been great food. The only thing is the service there is really hit and miss so ill give a 4 overall. 5 on food and 3 on service,4
"Their soups are GREAT! The service can be iffy sometimes and it is very dark and hot. The employees are kind of a \""grunge\"" crowd. However, last time I went, I got food poisoning. I would say eat there, but the food is the only good part about it. Good selection of beer, wine...not at all.",2
"What fantastic people! Met the general manager and she couldn't be more genuine. Not to mention helpful. I had a question about the place she couldn't answer, and she took my number and said she would find out and let me know. Gosh.",5
"Even though I didn't really find anything here, the sales people were super nice. Unlike their sister store Ann Taylor Loft. They greeted me upon arrival and didn't give me attitude when I only bought two items. It's hard to shop in this store and try things on because it didn't feel like the AC was on. They usually have a good selection but this time around I didn't find that much. Oh well. Save it for the next trip to LV.",4
"Their sandwiches are so good!\n\nIt's so convenient that they're opened 24 hours. We came here after midnight and there was still a quite a long line and a lot of the tables were taken.\n\nThe bread they use is nice and crispy.\n\nMy recommendation:\n- The Original: I usually don't like horseradish, but surprisingly I really enjoyed it in this sandwich. Yum.\n\nI will definitely return and update my review with more recommendations once I try more of their sandwiches!",4
"Not the worst, but by far not the best either. Service was very slow, food was bland, and experience was lacking. Will not return.",2
"bad bad bad never again th curtains too small for the window the ac not working tv had static no blankets on both beds wifi not working office said and the parking sucks had to share it with a wedding chapel so when we came back from the strip had to part down the street because of a big wedding we left the next day. im telling my family,friends and coworkers don't ever stay at super 8 motels",1
"Well, my favorite breakfast place just joined the mundane! The quality and service still remain, but my favorite part of eating there, the weekend menu of surprise breakfast dishes is dead, the new menu is just like other breakfast places. Please bring back the weekend imagination!",4
"Service was great. Chicken Parm. was huge. Great bread with olive oil and balsamic vinegar, yummy. Wife had chicken fettuccine alfredo. She was very happy with it. Good grilled chicken and the sauce was really fresh, clearly house made. Good Caesar salads too. Didn't have any wine. Server advised that they have half price bottles of wine on Thursdays. Might come back for that. Kids liked there pasta and pizza too. Pizza was really good sized. Good fresh brewed iced tea too. No complaints.",5
Why is it that no matter what time you come in it is always at least a 20 min wait? They need to hire more people.,2
"Food was delicious! Ambiance top notch. Fun, classy decor to look at everywhere you turn. Our server was super attentive and ready with menu suggestions and recommendations. We will absolutely be back and bring our friends! :)",5
"Cold Tuna, frozen vegetables, unremarkable service!\n\nI travel constantly, so I notice the small stuff as well as the big stuff. In my second trip to this Phillips I was hoping for a better experience tan my first. Next time, I think I will save the dough and just go to CPK ASAP in terminal B.",2
"Mike their \""broker\"" has no personality and is rude on the phone. He is impolite to his costumer and will drop the phone on you, avoid dealing with people like him and move on to the next business that cares about costumer service.",1
"It's a nice place to sit and relax and chat with friends and all before the security area since it's a restaurant in an airport, but the food didn't impress me.\n\nI ordered the ahi tuna burger and the ahi tuna patty was bland and a little overcooked. The bun itself wasnt that toasty either. The fries were pretty decent though.\n\nI probably should order something else next time. My friend's ahi tuna taco platter looked pretty good (but is also almost $10 more)",2
"Nice wooden, yet modern interior, with candles. Staff and guests come with a pleasant grungy edge. A whole page with veggie pasty, and even one vegan option. Vegan pasty? Yes! I stuck with a veggie option (rosemary 'chicken', good) to not rock the boat too much. Maybe vegan next time, it's intriguing.",4
Lucky Cup is typical Froyo place. Bright and with 12 flavors and lots of the usual toppings. They did have a few fresh fruit toppings. The yogurt favors I sampled were a bit off and bitter. The one worker on duty didn't seem to want to communicate with us or answer any questions.,2
Drive thru and fast turnaround are nice but not for the rip-off price of almost $8 per garment. Especially since they don't replace buttons they cracked!,1
"Ate here last night and had a mixed experience. \nAtmosphere and service is good. \nDishes are hit and miss:\n\nSeafood platter of oysters & cold smoked salmon: great\nBeet salad w/ apple, dill and buttermilk dressing: very nice\nLobster poutine: very salty and not much lobster (19$)\nBeef cheek gnocchi: too salty, greasy and some odd Asian flavors mixed in (the biggest looser of the night.) \nVenison served rare: delicious.",3
"went here last week with friends & it was amazing. had a gr8 time. great food, great drinks, excellent atmosphere, and awesome time. i would like to bring my husband here for date night.",5
Pretty good area! Low limits and players are friendly and not too cut throat. Just know the basic strategies and being able to pick up on play styles and you will have a good time.\n\nI prefer playing blackjack in all honesty but this is still a nice place for a change of pace.,4
"So I just cancelled my membership after 6 years or so, no hassle there which was good. Got a refund for the remaining time. \nIt is a nice place, but I started taking yoga, privately, so no need for the gym for now.",4
"I love a good bakery and Something Sweet is a nice addition to Ahwatukee. I had fruit tart that was on the money, light flaky crust and good amount of fruit filling (although I think it might have been canned fruit, but was still good). Wanting to go back for more breakfast, but find the hours not to be convenient for families breakfast choice. Will maybe try again on a trip to TJ's and see about bread.....mmmmmm fesh baked bread!",3
"Service is very slow. Food is ok depending of what you order. Crepes are fine but far from amazing (Go to Juliette & Chocolat instead for this). I ordered the burger deluxe and I can say with confidence that it is probably the worst burger I ate in my whole life McDo, Burger King and Snack bars included.\n\nThe Latte coffee is good for the price... but it took 15 mins to get it. \n\nMight be a nice plan B for breakfast if other places are full. But definitely not a plan A.",2
I hated the fact the texture of the gelato was so sticky and thick. I felt naucious and got a stomach ache from it. I feel like they put way too much sugar in their icecream creating such inconsistent texture. I'm going to baskin Robbins next time.,1
